ID,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy.Management,Biology,Chemistry,Reading,Geography,Foreign.languages,Medicine,Law,Cars,Art.exhibitions,Religion,Countryside..outdoors,Dancing,Musical.instruments,Writing,Passive.sport,Active.sport,Gardening,Celebrities,Shopping,Science.and.technology,Theatre,Fun.with.friends,Adrenaline.sports,Pets,Gender
841,1,4,3,3,2,5,3,2,2,2,3,3,2,2,2,3,1,1,3,3,3,3,4,3,2,5,4,3,3,4,3,3,female
842,3,1,1,1,1,4,4,2,2,2,3,2,5,2,2,3,1,1,1,5,5,5,5,5,1,1,1,1,1,5,4,1,male
843,5,2,3,2,2,3,5,1,1,1,5,2,3,1,1,2,1,1,3,2,2,1,5,3,2,1,4,5,4,5,2,4,female
844,5,3,5,1,1,5,3,5,1,1,5,5,5,4,5,5,3,5,5,4,1,2,5,5,3,4,5,5,4,5,5,5,female
845,5,4,5,5,5,5,5,5,2,1,5,1,5,3,3,4,5,5,5,4,4,5,5,5,5,3,3,4,5,4,4,4,male
846,5,3,3,2,1,3,3,2,1,3,5,4,5,1,3,3,3,1,4,2,1,3,2,3,1,4,4,1,3,5,2,4,female
847,2,1,1,2,2,5,4,3,1,1,3,2,5,2,1,3,2,2,3,5,2,1,2,2,2,1,5,2,2,5,2,5,female
848,3,4,1,1,1,3,2,1,2,1,5,2,NA,1,1,1,5,3,4,4,1,3,1,3,2,2,4,1,5,5,3,5,female
849,1,5,2,1,2,5,3,5,2,2,1,2,3,1,2,1,2,1,2,2,2,1,5,1,2,1,4,3,1,5,4,2,male
850,1,2,3,5,4,5,4,2,2,1,4,3,2,3,1,1,4,3,4,3,4,4,4,5,3,2,3,1,4,5,2,4,female
851,2,3,1,1,1,4,2,1,5,4,5,4,5,4,3,2,1,4,3,1,1,1,4,1,1,4,5,3,3,4,1,5,female
852,4,5,4,5,2,5,3,5,3,1,1,5,4,4,3,5,5,3,5,3,2,1,NA,5,1,3,4,3,3,5,5,3,male
853,4,4,1,3,1,4,4,5,3,2,1,5,4,2,4,5,2,2,3,2,1,1,5,5,2,5,4,3,1,5,4,5,male
854,3,3,2,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,5,3,3,4,5,3,4,3,4,3,5,5,3,5,female
855,2,1,2,3,3,4,4,3,2,1,3,2,3,1,1,4,3,1,3,2,1,1,5,4,1,3,4,4,2,5,3,3,male
856,4,4,3,4,4,5,5,4,4,2,2,3,3,2,3,5,3,3,5,2,1,1,4,4,3,1,3,5,4,5,4,3,male
857,4,2,3,4,1,5,2,4,2,4,3,4,5,2,3,1,3,1,3,1,2,1,5,4,2,5,5,3,4,5,2,5,female
858,2,3,1,1,1,5,4,4,1,1,4,2,4,1,1,2,1,1,4,3,3,2,2,1,1,4,4,5,3,5,2,5,male
859,5,3,3,2,1,4,3,3,2,1,5,3,5,2,3,4,1,1,NA,2,5,2,5,3,1,1,2,3,2,5,5,1,male
860,3,1,4,2,1,5,3,5,2,1,2,5,4,1,2,5,2,1,4,2,1,1,5,2,1,2,3,4,2,5,3,5,male
861,3,5,4,1,3,5,4,5,3,1,3,3,4,2,4,5,3,3,3,1,1,1,3,1,1,1,2,5,4,5,4,4,male
862,4,2,4,2,1,4,3,2,2,2,4,2,5,3,3,3,4,1,4,3,1,2,4,1,1,4,4,4,4,5,5,5,female
863,3,2,4,4,2,5,5,5,2,NA,2,4,5,1,3,5,2,1,4,3,1,1,1,5,1,4,5,5,3,5,4,5,male
864,3,4,1,1,1,4,4,3,1,1,4,1,4,1,1,3,1,2,4,3,3,2,1,1,1,4,4,4,3,5,1,5,male
865,4,4,2,3,1,4,4,2,1,1,4,3,4,3,3,3,2,1,2,2,1,1,5,5,1,2,2,4,2,5,2,3,male
866,2,2,3,3,2,4,4,3,2,1,2,3,3,3,2,3,3,2,3,3,1,4,2,3,2,3,4,3,2,4,2,3,female
867,5,4,3,2,3,5,5,2,4,4,5,4,4,5,3,2,3,4,2,1,1,1,3,5,1,2,1,4,3,2,2,3,male
868,4,5,4,3,3,5,4,3,4,2,3,4,3,4,2,4,1,1,4,1,1,1,4,1,2,2,3,5,1,3,1,5,female
869,2,1,3,2,2,4,3,2,1,2,4,5,4,2,1,3,2,1,3,3,2,4,4,5,2,3,3,2,1,4,3,4,male
870,5,5,1,1,1,4,1,1,4,2,4,4,5,4,1,1,2,1,5,3,3,1,2,4,1,2,5,5,5,5,4,5,female
871,2,2,3,3,2,3,2,1,2,2,4,3,4,2,5,2,3,2,3,2,1,1,2,2,3,2,4,2,3,4,2,2,female
872,5,4,4,5,5,5,5,4,3,5,3,5,4,4,5,5,5,3,4,1,1,1,3,1,2,1,5,5,5,5,5,5,male
873,2,3,1,1,4,4,4,1,5,5,2,1,2,5,1,5,3,3,2,1,5,1,4,4,1,2,3,5,3,5,2,2,male
874,3,4,2,2,1,4,4,2,2,1,2,3,4,2,1,4,3,1,5,2,1,1,5,5,1,1,3,3,3,5,3,2,male
875,3,3,2,1,1,4,2,4,3,2,1,2,3,2,3,2,1,1,2,1,1,1,5,5,1,2,5,2,3,5,5,4,female
876,1,4,1,1,1,5,5,1,2,1,1,2,1,5,1,5,3,1,5,2,1,1,1,5,3,3,3,4,1,5,5,5,female
877,2,2,4,5,4,5,5,1,5,5,1,2,3,5,1,5,3,1,2,3,5,1,5,5,1,3,3,4,2,5,5,4,male
878,4,5,5,3,1,4,4,4,2,1,5,5,5,3,3,4,3,5,5,5,5,3,5,5,1,1,1,3,5,5,2,2,male
879,2,4,4,4,2,4,4,2,4,4,3,4,4,5,5,4,5,4,4,2,4,3,4,5,1,4,2,4,2,5,5,4,male
880,2,2,3,4,5,2,4,5,2,2,4,3,3,2,4,5,2,2,1,2,2,1,5,5,1,2,3,4,1,5,4,5,male
881,3,3,2,1,1,4,2,4,2,2,1,2,3,2,4,3,1,2,4,1,1,1,5,5,1,2,5,2,3,5,4,4,female
882,5,4,2,1,1,4,1,1,4,1,5,4,5,4,1,2,4,1,5,2,5,1,3,3,1,1,5,5,5,5,4,5,female
883,3,3,1,1,1,4,1,1,5,5,4,3,4,4,1,1,3,2,3,1,3,3,5,4,NA,3,4,1,2,5,2,1,female
884,4,4,3,1,1,5,3,2,2,1,5,2,5,2,4,1,2,1,3,2,1,1,3,1,2,3,2,2,4,5,3,1,female
885,3,2,1,4,2,5,3,5,1,1,5,3,5,1,1,5,5,1,3,3,1,1,5,3,1,5,5,1,5,5,1,5,female
886,3,2,2,2,1,3,1,4,4,3,4,2,4,5,5,4,2,3,5,1,1,1,3,1,5,4,4,4,4,5,2,5,female
887,1,1,4,4,4,5,5,2,1,1,1,4,4,1,2,5,1,3,1,1,4,1,1,4,1,1,1,5,3,5,5,1,male
888,2,3,2,3,1,3,3,4,3,2,3,4,3,4,2,3,3,3,2,3,2,3,3,3,2,4,2,3,2,4,2,3,male
889,4,5,3,1,1,5,4,3,5,5,5,3,4,5,3,1,3,2,4,5,1,1,5,4,2,4,4,2,5,5,5,5,female
890,5,3,1,1,1,5,4,3,3,1,5,5,5,4,2,4,4,2,4,4,5,5,1,3,5,5,2,4,5,5,5,1,female
891,1,1,1,4,4,5,5,2,2,1,1,5,3,1,4,5,1,1,3,1,2,1,5,5,1,5,4,5,1,5,5,3,male
892,4,3,3,2,1,4,3,3,3,2,2,3,3,2,2,4,3,2,3,3,1,1,2,4,2,3,3,3,2,5,4,4,male
893,3,2,3,4,4,4,4,3,1,2,1,3,4,1,1,5,2,1,2,3,2,1,4,3,1,1,2,4,3,4,4,2,male
894,2,2,3,3,2,3,2,4,2,3,2,2,4,3,2,3,2,3,2,2,2,2,3,4,2,3,2,3,3,4,2,2,female
895,2,3,1,1,1,5,4,2,2,2,2,5,3,1,1,1,4,1,5,5,1,2,4,5,2,3,5,4,3,5,5,4,female
896,2,2,2,1,2,2,2,1,2,2,1,4,3,2,1,2,2,1,3,1,1,1,5,5,2,2,2,2,2,4,4,4,male
897,4,2,4,1,1,5,4,2,1,1,5,4,4,1,2,2,4,1,4,1,2,4,3,2,1,1,2,4,4,5,4,3,male
898,2,3,2,4,2,3,2,2,1,1,2,2,3,2,4,3,2,3,2,3,4,3,2,3,2,3,2,4,3,4,3,3,male
899,4,4,4,1,1,4,4,3,4,1,4,3,3,2,1,1,5,3,4,3,1,1,3,3,4,1,3,3,2,4,1,3,female
900,4,4,4,3,3,5,5,5,1,1,1,4,3,1,4,4,1,3,2,1,1,3,3,3,3,1,2,5,3,5,5,5,male
901,2,3,5,2,1,4,2,3,1,1,4,2,4,2,5,2,2,4,2,1,1,1,4,5,2,4,3,3,3,3,2,3,male
902,4,2,5,1,1,4,2,1,1,1,2,3,2,1,3,1,2,2,4,1,1,1,3,1,1,1,2,1,5,4,2,5,female
903,4,4,1,3,3,4,3,2,2,2,4,3,1,2,4,1,1,3,5,1,1,1,5,5,1,1,3,2,3,4,4,3,male
904,5,1,3,5,3,5,5,1,3,5,3,5,4,3,1,3,2,1,3,2,5,3,5,2,3,4,1,5,1,5,3,3,male
905,3,3,3,2,2,4,4,5,2,2,2,4,5,2,2,3,5,3,4,4,1,1,2,4,2,5,3,3,3,4,5,1,female
906,5,2,4,1,1,5,3,4,1,1,3,4,5,3,5,5,3,2,2,1,1,1,5,5,1,3,5,5,3,5,5,2,male
907,5,2,4,1,1,5,3,5,1,1,1,3,5,1,2,1,2,2,3,3,1,1,4,1,5,1,2,3,2,5,1,1,female
908,2,2,2,2,1,5,3,3,1,1,3,1,3,1,1,1,4,3,1,2,1,2,3,3,1,4,4,2,2,4,1,2,female
909,2,2,3,2,4,4,3,2,2,3,4,3,3,2,2,3,2,4,3,3,4,3,3,4,2,3,4,3,2,5,3,2,male
910,3,4,3,2,2,5,4,3,2,1,2,2,5,4,4,3,3,5,4,2,4,4,4,4,4,4,4,4,3,4,4,3,female
911,5,3,4,4,2,5,3,5,2,1,5,3,5,3,4,4,5,2,2,1,4,1,5,2,5,4,5,3,5,5,1,1,female
912,5,4,3,5,NA,3,3,4,2,5,5,3,3,1,4,4,2,1,4,1,2,5,2,5,1,2,3,3,4,4,5,5,female
913,4,2,2,3,2,3,2,2,3,3,4,2,3,3,2,4,2,3,4,2,3,2,4,4,2,3,3,4,3,2,3,4,female
914,4,4,3,3,1,3,2,2,3,2,5,3,5,2,1,1,5,3,4,4,4,3,1,4,3,1,2,3,5,4,4,2,female
915,5,4,4,3,2,3,1,2,2,3,5,5,5,3,4,2,4,4,4,5,2,5,3,4,5,2,4,3,5,4,4,3,female
916,1,2,2,2,1,5,2,4,2,2,4,3,4,1,2,3,3,3,2,1,1,1,3,1,1,5,4,2,3,5,1,5,female
917,4,2,5,1,1,5,5,1,1,1,4,3,2,1,4,4,2,1,2,1,1,1,3,2,1,2,1,3,2,3,1,4,male
918,3,2,3,3,2,5,4,4,2,2,1,3,4,1,1,4,3,1,2,1,1,1,3,4,1,3,3,3,2,4,2,3,male
919,5,4,3,2,2,4,2,2,3,3,4,3,3,1,2,1,5,3,4,2,1,1,3,3,1,1,3,3,4,5,3,4,female
920,5,5,3,2,1,2,1,2,1,5,5,2,4,2,5,1,5,2,2,5,5,4,5,5,3,2,5,1,5,5,3,1,female
921,3,5,2,1,1,3,1,1,2,NA,4,1,3,1,1,1,2,2,2,1,1,1,1,1,1,3,3,1,3,5,1,1,female
922,2,2,2,3,3,5,4,1,2,1,2,3,2,3,2,4,3,2,3,2,4,3,4,5,1,2,3,2,1,5,3,4,male
923,2,5,5,3,4,5,5,5,5,2,2,5,5,3,4,5,2,1,4,1,1,1,5,1,1,3,5,5,2,5,5,5,female
924,3,2,2,1,2,5,4,1,4,2,5,2,5,3,1,1,5,1,3,3,3,2,1,2,3,4,4,3,3,5,1,3,female
925,3,4,2,1,1,3,1,2,4,2,1,3,5,2,1,2,5,1,4,2,1,1,2,5,1,3,4,3,3,5,2,5,female
926,3,4,1,1,1,3,3,1,2,1,5,1,4,2,1,2,NA,1,3,5,2,NA,5,4,3,5,5,2,5,5,1,5,female
927,2,1,3,3,1,5,5,3,1,1,2,2,3,1,1,5,2,3,4,1,1,1,4,4,1,1,2,5,3,4,2,1,male
928,1,5,1,1,1,4,2,1,5,2,1,5,4,3,2,5,3,3,3,4,1,1,3,5,2,3,4,2,4,4,1,5,female
929,3,2,2,1,1,4,2,1,5,5,4,2,4,3,2,1,3,2,4,2,3,1,3,1,2,4,4,2,3,5,1,5,female
930,4,3,3,3,3,3,NA,NA,2,3,NA,5,1,3,4,1,4,2,3,4,4,4,2,4,3,4,4,4,NA,NA,3,3,female
931,3,2,2,1,2,5,4,3,2,1,1,3,3,3,2,4,3,3,4,2,4,1,3,1,1,3,5,3,2,5,2,1,female
932,1,2,3,2,1,4,5,2,2,2,2,3,4,2,2,3,3,1,2,1,1,1,4,5,1,3,2,3,2,4,2,3,male
933,1,1,2,3,1,5,5,2,4,5,2,1,3,3,2,3,3,1,5,3,1,1,5,3,4,4,4,3,2,5,3,2,female
934,4,1,4,2,1,4,1,4,2,2,4,4,4,3,3,1,2,2,2,2,4,2,4,2,3,3,5,5,5,5,3,5,female
935,2,5,2,2,2,5,2,3,2,2,4,2,5,2,2,3,2,1,2,1,1,1,1,2,1,1,1,2,2,5,1,4,NA
936,3,1,1,1,1,5,1,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,NA,3,1,2,5,1,1,5,1,5,female
937,2,2,1,2,1,3,2,2,1,3,1,2,4,2,1,2,2,2,3,3,3,2,3,3,2,3,4,3,3,4,2,2,female
938,3,5,1,5,4,5,3,2,4,2,5,5,4,3,2,3,3,3,2,2,5,1,5,2,1,1,3,3,4,5,4,5,female
939,4,4,3,5,3,4,3,2,4,3,5,5,5,2,1,1,5,4,5,1,1,1,3,1,1,4,5,4,4,3,1,5,female
940,2,5,2,3,4,4,1,5,5,2,NA,5,5,2,1,1,4,1,5,3,3,1,4,4,1,2,2,3,1,4,4,4,female
941,4,3,2,3,3,5,5,1,2,1,2,1,3,1,1,1,2,4,5,1,5,1,5,1,1,1,3,2,2,5,3,4,male
942,2,4,5,2,1,5,NA,2,2,1,5,2,5,3,2,1,5,3,3,1,5,3,4,2,2,4,5,3,3,5,2,2,female
943,4,3,4,1,1,5,2,1,1,2,3,5,5,1,2,1,1,2,3,1,1,3,4,5,2,5,4,1,3,4,5,5,male
944,3,2,3,4,3,4,2,2,3,1,4,3,3,2,5,5,2,2,4,2,1,1,4,2,1,3,5,2,4,5,4,5,female
945,4,2,3,2,3,3,1,2,3,1,3,5,2,3,2,4,3,1,5,2,2,2,4,5,2,3,5,4,5,5,3,5,female
946,4,2,3,5,5,5,5,4,1,1,1,1,4,1,3,3,1,2,5,1,1,1,5,3,3,1,1,5,2,5,5,5,male
947,3,2,1,1,1,5,5,3,2,2,3,2,5,3,3,5,2,1,3,1,5,1,NA,3,1,3,2,5,1,5,1,1,male
948,2,1,1,1,1,3,2,2,2,2,2,2,3,2,2,1,3,1,2,3,4,2,3,3,2,3,4,2,3,5,1,3,female
949,4,2,2,5,4,3,3,1,5,5,4,3,4,5,1,2,3,1,4,5,1,1,1,4,2,3,4,4,5,5,5,5,female
950,1,3,1,2,1,3,2,1,1,2,1,1,3,1,1,4,2,1,5,1,2,3,3,3,1,1,1,1,1,5,4,5,female
951,4,1,3,1,1,5,5,4,2,3,2,2,3,1,3,3,1,2,4,1,5,1,3,3,1,1,3,5,1,3,4,5,male
952,1,1,2,3,4,5,5,2,1,1,1,3,2,1,2,5,1,1,5,1,1,1,5,5,1,1,1,5,1,5,5,1,male
953,3,2,3,5,4,4,5,3,3,2,2,1,5,1,1,3,1,1,5,2,5,4,3,2,1,1,3,4,2,5,1,2,male
954,4,4,3,3,2,3,1,2,5,5,4,3,5,5,3,3,1,1,1,5,3,2,1,4,3,4,4,4,3,4,4,4,female
955,2,5,1,4,1,5,2,3,4,1,3,2,4,3,3,2,3,3,4,5,5,3,2,4,1,4,4,NA,4,5,3,4,female
956,5,5,1,5,4,3,2,5,5,5,2,3,1,2,4,1,2,1,5,4,1,3,1,5,1,1,4,5,3,5,3,5,female
957,3,2,2,2,3,4,3,1,1,1,3,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,3,5,1,4,male
958,3,3,3,1,1,4,4,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,2,1,1,1,2,4,2,4,1,1,male
959,3,4,2,1,1,2,1,NA,4,4,3,4,5,5,1,2,2,3,5,5,4,1,5,2,3,5,5,2,3,5,2,5,female
960,4,4,2,3,1,5,2,4,2,2,1,2,4,3,1,1,1,1,4,1,1,1,3,3,1,1,2,2,3,4,2,4,female
961,5,3,3,3,3,5,3,2,2,3,5,3,5,2,4,3,4,3,3,3,1,1,3,4,1,2,2,2,4,5,1,1,female
962,5,5,5,5,3,5,5,3,5,4,3,5,3,5,4,4,2,5,5,2,1,1,5,5,5,4,4,5,1,5,3,5,male
963,5,3,1,3,4,3,1,4,3,2,5,4,5,3,1,3,3,2,1,1,2,4,2,1,2,2,3,1,4,4,1,1,female
964,5,5,5,1,4,5,5,3,3,2,1,3,2,2,3,5,2,5,1,1,1,1,3,3,1,4,2,5,1,5,4,3,male
965,3,4,2,2,2,4,NA,4,3,3,3,3,4,3,3,3,3,3,4,2,4,2,2,5,3,1,2,4,3,4,5,4,male
966,5,5,1,1,3,5,2,1,3,1,5,5,5,1,2,2,3,1,2,4,2,5,3,5,2,5,5,3,3,5,3,1,female
967,5,5,5,1,1,1,1,3,4,1,5,4,5,5,5,1,5,1,1,5,5,5,1,5,2,5,5,1,5,5,5,5,female
968,5,2,3,5,5,4,3,2,4,3,5,4,3,3,2,4,5,2,5,2,4,1,5,4,2,1,2,5,4,5,2,4,male
969,2,1,1,5,4,5,5,3,2,1,1,2,2,2,1,3,1,1,4,2,1,1,5,4,2,3,2,5,2,5,3,4,male
970,3,3,1,3,1,5,5,4,1,1,4,1,4,1,2,2,1,1,4,5,1,1,3,2,1,1,2,1,2,5,3,1,male
971,2,3,2,4,4,5,5,5,1,1,4,1,5,1,1,5,4,1,1,1,5,1,2,1,1,2,5,5,4,5,1,3,male
972,3,2,3,3,3,4,4,2,2,2,4,4,5,2,2,4,3,2,3,1,1,1,4,4,1,1,3,4,2,4,4,3,male
973,3,4,2,3,3,4,2,1,5,5,5,3,5,5,3,3,4,1,3,2,2,4,5,3,2,1,5,5,5,5,2,5,female
974,2,4,1,1,2,5,5,1,1,2,4,2,1,1,1,1,4,1,5,1,3,4,1,1,3,2,5,5,3,4,2,4,female
975,3,4,3,5,3,5,2,2,3,4,5,2,5,3,3,2,3,1,4,1,1,1,5,5,1,2,2,4,3,5,1,3,female
976,5,4,3,1,4,5,1,1,3,1,5,5,5,3,2,1,NA,3,5,5,5,5,NA,4,2,1,4,3,4,5,3,5,female
977,2,5,2,4,3,4,4,4,2,3,4,3,5,3,2,4,2,2,4,5,4,2,3,4,1,3,4,3,4,5,3,2,female
978,2,1,3,3,1,4,2,2,1,1,2,5,4,1,1,3,2,2,3,1,1,1,4,3,1,2,4,1,2,5,3,3,male
979,5,3,3,2,2,5,3,5,3,2,5,4,4,2,3,1,3,1,4,1,1,1,5,1,1,3,2,2,5,5,2,4,female
980,5,3,5,3,2,5,3,5,3,2,3,5,5,3,5,4,3,2,2,2,1,2,1,3,1,3,3,3,3,5,2,4,male
981,5,5,5,1,2,4,1,2,2,1,5,1,2,1,3,2,4,3,1,1,3,3,NA,1,1,2,1,3,5,5,3,3,female
982,5,5,2,1,2,5,1,1,2,1,5,4,2,1,1,1,4,2,4,3,3,4,3,1,1,2,3,3,5,3,2,1,female
983,1,2,3,3,4,4,4,2,1,1,1,1,4,2,1,4,3,1,3,1,2,1,4,1,1,3,5,5,4,5,4,4,male
984,2,2,3,1,1,4,1,4,2,1,3,3,2,1,2,1,3,1,4,5,2,1,5,4,1,3,4,1,3,5,3,4,female
985,1,1,4,1,1,4,2,4,1,1,4,3,2,1,1,2,3,2,2,3,1,1,3,1,1,1,2,3,5,4,3,4,female
986,4,3,2,1,2,3,2,3,1,1,5,2,4,1,1,1,4,1,4,2,4,1,3,3,1,3,2,3,5,4,2,2,female
987,5,5,3,5,3,4,4,3,2,1,5,3,5,2,1,1,4,5,5,1,5,1,1,4,2,1,2,3,4,4,2,1,female
988,5,5,4,2,2,5,2,2,3,NA,1,4,5,2,1,1,4,2,4,1,5,1,4,3,1,1,1,4,3,4,1,2,male
989,5,5,5,4,5,5,5,5,NA,5,5,NA,5,5,3,2,3,NA,5,5,4,NA,3,5,5,1,5,5,5,5,5,1,male
990,5,5,5,1,1,5,5,3,3,3,5,5,5,4,3,3,4,3,5,5,5,5,2,5,2,1,3,3,5,5,3,1,female
991,3,2,5,1,1,5,5,3,1,1,3,4,3,2,2,4,1,1,3,1,3,1,4,2,1,1,1,4,1,5,4,1,male
992,4,1,2,1,1,5,5,2,1,1,2,2,4,1,1,2,1,1,3,1,1,1,2,1,1,2,1,3,1,3,1,5,male
993,5,2,3,5,5,4,3,1,4,4,2,4,2,1,1,2,1,1,1,1,1,5,4,1,1,1,1,5,2,5,1,1,male
994,1,NA,5,1,1,3,2,4,1,1,3,2,5,1,4,1,2,1,2,3,1,2,3,3,1,4,3,2,4,5,3,2,female
995,5,5,2,1,1,5,1,1,4,1,5,2,3,3,3,2,4,4,4,1,1,2,3,2,1,2,3,3,3,4,3,5,female
996,3,4,3,4,2,5,4,4,1,2,1,5,5,1,4,4,2,2,2,2,1,1,3,3,1,1,3,3,2,5,2,5,female
997,4,1,1,1,1,4,4,2,2,1,1,4,3,2,1,1,2,1,3,1,4,1,2,2,1,1,1,2,2,5,1,2,male
998,1,5,1,2,1,4,1,3,2,1,1,4,5,3,3,3,5,3,5,4,3,2,5,5,2,3,1,2,2,5,5,5,female
999,3,4,2,5,5,5,5,2,3,2,4,2,5,3,2,1,1,3,5,1,3,4,1,5,2,3,2,5,4,5,3,1,male
1000,4,5,3,5,3,5,5,3,4,3,3,4,5,3,2,3,3,4,5,5,5,5,5,5,2,1,1,5,4,5,5,1,male
1001,3,3,2,1,1,3,1,2,5,5,2,3,2,3,2,1,1,1,4,5,2,1,5,5,2,3,5,3,4,5,4,5,female
1002,3,2,3,1,1,5,3,4,2,1,3,2,1,1,3,2,2,1,2,3,1,1,2,4,1,3,5,2,4,5,2,4,female
1003,2,2,1,1,3,5,5,2,1,1,1,2,3,1,1,2,1,1,1,1,5,4,2,1,1,1,1,3,1,5,3,2,male
1004,3,4,3,1,1,3,1,4,3,2,4,2,4,2,2,1,1,3,4,3,2,1,4,3,2,1,3,2,3,4,2,5,female
1005,3,4,1,2,2,5,5,3,3,2,2,3,4,3,2,2,3,1,3,3,4,1,5,2,2,1,2,2,2,5,4,4,male
1006,4,4,2,1,2,4,3,1,2,1,5,4,5,2,1,1,5,1,2,2,3,4,4,4,2,4,5,3,5,5,4,4,female
1007,4,1,1,5,4,5,5,2,2,1,1,2,2,1,1,5,1,5,5,5,5,NA,1,5,5,1,2,5,1,5,1,5,male
1008,2,3,3,3,1,3,4,1,1,1,4,1,5,1,1,1,1,1,1,1,2,1,2,2,1,1,2,3,2,3,1,5,female
1009,3,5,3,1,1,5,4,3,3,3,2,5,5,3,1,1,5,1,5,4,1,4,2,4,1,3,5,5,5,5,1,4,female
1010,2,3,1,2,2,4,2,1,5,3,1,5,4,5,1,3,1,1,4,2,1,2,5,4,5,3,3,3,1,5,2,5,male